timestamp,model,prompt_tokens,completion_tokens,cost,api_key_name
2026-02-26T08:24:38.270534+00:00,gpt-4o,20292,2211,0.07284,doc_qa
2026-02-26T08:56:58.736996+00:00,gpt-4o,3308,1464,0.02291,customer_support_agent
2026-02-26T09:06:19.349880+00:00,gpt-4o,3548,818,0.01705,customer_support_agent
2026-02-26T09:16:26.688508+00:00,gpt-4o,2423,1439,0.020448,data_extraction
2026-02-26T09:22:59.108998+00:00,gpt-4o-mini,4328,1001,0.00125,customer_support_agent
2026-02-26T09:28:04.308493+00:00,gpt-4o-mini,1324,303,0.00038,email_drafting
2026-02-26T09:40:06.451492+00:00,gpt-4o,15600,6988,0.10888,code_review
2026-02-26T09:45:04.836205+00:00,gpt-4o,4346,1245,0.023315,data_extraction
2026-02-26T09:54:50.129846+00:00,gpt-4o,10556,1594,0.04233,doc_qa
2026-02-26T10:05:17.356602+00:00,gpt-4o-mini,33985,2938,0.006861,code_review
2026-02-26T10:41:13.499783+00:00,gpt-4o,525,520,0.006512,email_drafting
2026-02-26T10:57:43.496059+00:00,gpt-4o,2493,1506,0.021292,customer_support_agent
2026-02-26T11:13:48.006621+00:00,gpt-4o,20655,1933,0.070968,doc_qa
2026-02-26T11:16:07.149060+00:00,gpt-4o,15967,4861,0.088527,code_review
2026-02-26T11:21:36.618689+00:00,gpt-4o-mini,18411,3032,0.004581,doc_qa
2026-02-26T11:23:08.044504+00:00,gpt-4o,3897,1079,0.020533,customer_support_agent
2026-02-26T11:28:24.024077+00:00,gpt-4o,22032,5611,0.11119,code_review
2026-02-26T12:40:58.062828+00:00,gpt-4o,22839,2799,0.085087,doc_qa
2026-02-26T12:47:42.700279+00:00,gpt-4o,5393,969,0.023173,customer_support_agent
2026-02-26T12:54:20.262280+00:00,gpt-4o-mini,12332,3950,0.00422,doc_qa
2026-02-26T13:11:46.263587+00:00,gpt-4o,2631,594,0.012518,customer_support_agent
2026-02-26T13:13:14.613985+00:00,gpt-4o,3201,1339,0.021392,data_extraction
2026-02-26T14:03:46.311563+00:00,gpt-4o,22035,1161,0.066697,doc_qa
2026-02-26T14:33:36.764213+00:00,gpt-4o,1222,615,0.009205,email_drafting
2026-02-26T15:16:31.982656+00:00,gpt-4o,2191,1304,0.018517,customer_support_agent
2026-02-26T15:46:00.613447+00:00,gpt-4o,14614,7395,0.110485,code_review
2026-02-26T16:40:37.401590+00:00,gpt-4o-mini,1539,835,0.000732,data_extraction
2026-02-26T17:04:25.200219+00:00,gpt-4o-mini,6990,3778,0.003315,doc_qa
2026-02-26T17:29:29.500583+00:00,gpt-4o,15945,3802,0.077882,doc_qa
2026-02-26T18:01:16.898228+00:00,gpt-4o-mini,20896,4564,0.005873,code_review
2026-02-26T18:10:18.723968+00:00,gpt-4o,3248,983,0.01795,customer_support_agent
2026-02-26T18:48:14.673205+00:00,gpt-4o,27092,6062,0.12835,code_review
2026-02-26T18:52:17.289971+00:00,gpt-4o,37369,6387,0.157293,code_review
2026-02-26T19:39:27.025245+00:00,gpt-4o,4807,1584,0.027858,customer_support_agent
2026-02-26T20:06:53.686536+00:00,gpt-4o,26383,4231,0.108268,code_review
2026-02-26T20:41:34.783340+00:00,gpt-4o,10784,3117,0.05813,code_review
2026-02-26T20:45:45.993435+00:00,gpt-4o,1352,811,0.01149,email_drafting
2026-02-26T20:49:48.024638+00:00,gpt-4o-mini,1723,687,0.000671,email_drafting
2026-02-26T21:36:00.094902+00:00,gpt-4o,16602,3040,0.071905,code_review
2026-02-26T21:47:53.331837+00:00,gpt-4o,2993,1903,0.026512,customer_support_agent
2026-02-26T22:08:01.674033+00:00,gpt-4o,19391,3318,0.081657,code_review
2026-02-26T22:27:53.080320+00:00,gpt-4o,24886,2977,0.091985,code_review
2026-02-26T22:32:15.991175+00:00,gpt-4o,39866,4289,0.142555,code_review
2026-02-26T22:56:36.150012+00:00,gpt-4o,36763,2945,0.121357,code_review
2026-02-26T23:56:26.683802+00:00,gpt-4o,5466,1446,0.028125,customer_support_agent
2026-02-27T01:14:52.477629+00:00,gpt-4o,21644,6802,0.12213,code_review
2026-02-27T02:47:43.240122+00:00,gpt-4o,14403,1187,0.047877,doc_qa
2026-02-27T03:23:33.716492+00:00,gpt-4o,6712,2396,0.04074,doc_qa
2026-02-27T03:47:19.339365+00:00,gpt-4o,4075,820,0.018387,data_extraction
2026-02-27T03:49:04.789310+00:00,gpt-4o,5033,1718,0.029763,customer_support_agent
2026-02-27T04:12:56.271150+00:00,gpt-4o,5105,2167,0.034433,doc_qa
2026-02-27T04:26:20.754149+00:00,gpt-4o,1353,871,0.012093,email_drafting
2026-02-27T04:41:16.552535+00:00,gpt-4o,38815,4781,0.144847,code_review
2026-02-27T05:03:59.943201+00:00,gpt-4o-mini,5256,1617,0.001759,customer_support_agent
2026-02-27T05:39:38.408503+00:00,gpt-4o,32206,5267,0.133185,code_review
2026-02-27T05:39:56.226791+00:00,gpt-4o,3383,1273,0.021187,customer_support_agent
2026-02-27T05:56:04.001474+00:00,gpt-4o-mini,12396,6647,0.005848,code_review
2026-02-27T05:59:58.823715+00:00,gpt-4o,24632,1120,0.07278,doc_qa
2026-02-27T06:24:54.872402+00:00,gpt-4o,2226,767,0.013235,email_drafting
2026-02-27T06:51:02.256301+00:00,gpt-4o,2182,820,0.013655,email_drafting
2026-02-27T07:09:25.804300+00:00,gpt-4o-mini,5350,645,0.00119,customer_support_agent
2026-02-27T08:35:31.758867+00:00,gpt-4o-mini,3579,1319,0.001328,customer_support_agent
2026-02-27T08:53:46.297125+00:00,gpt-4o,2169,481,0.010233,email_drafting
2026-02-27T09:13:19.413002+00:00,gpt-4o-mini,11755,1039,0.002387,doc_qa
2026-02-27T09:47:37.726484+00:00,gpt-4o-mini,4865,639,0.001113,customer_support_agent
2026-02-27T09:59:26.586212+00:00,gpt-4o,5217,1431,0.027353,customer_support_agent
2026-02-27T10:29:49.632947+00:00,gpt-4o,5243,1648,0.029587,customer_support_agent
2026-02-27T10:52:18.022873+00:00,gpt-4o,18007,1490,0.059917,doc_qa
2026-02-27T11:22:07.363551+00:00,gpt-4o,10346,7131,0.097175,code_review
2026-02-27T11:30:20.364266+00:00,gpt-4o,5178,1672,0.029665,customer_support_agent
2026-02-27T11:49:09.107631+00:00,gpt-4o,18193,2028,0.065763,doc_qa
2026-02-27T11:56:33.362106+00:00,gpt-4o,2637,1415,0.020743,data_extraction
2026-02-27T12:01:49.400341+00:00,gpt-4o,1134,725,0.010085,email_drafting
2026-02-27T12:29:28.045611+00:00,gpt-4o-mini,12618,4307,0.004477,code_review
2026-02-27T12:31:21.631184+00:00,gpt-4o,3105,1486,0.022622,customer_support_agent
2026-02-27T13:06:46.939257+00:00,gpt-4o,19203,2556,0.073568,doc_qa
2026-02-27T13:20:53.167943+00:00,gpt-4o,4884,1038,0.02259,doc_qa
2026-02-27T13:45:00.834735+00:00,gpt-4o-mini,2610,1684,0.001402,customer_support_agent
2026-02-27T14:07:12.814790+00:00,gpt-4o,5082,1361,0.026315,doc_qa
2026-02-27T14:11:55.019982+00:00,gpt-4o,8215,2492,0.045457,doc_qa
2026-02-27T14:51:28.104520+00:00,gpt-4o,2012,907,0.0141,customer_support_agent
2026-02-27T15:26:07.528046+00:00,gpt-4o-mini,36276,4762,0.008299,code_review
2026-02-27T15:27:23.448355+00:00,gpt-4o,18036,3302,0.07811,doc_qa
2026-02-27T15:34:32.633596+00:00,gpt-4o,5330,783,0.021155,customer_support_agent
2026-02-27T15:41:07.346581+00:00,gpt-4o-mini,4399,3768,0.002921,doc_qa
2026-02-27T16:17:41.499618+00:00,gpt-4o,4639,842,0.020018,data_extraction
2026-02-27T16:28:20.413271+00:00,gpt-4o-mini,14156,7162,0.006421,code_review
2026-02-27T16:42:00.404024+00:00,gpt-4o,16873,3546,0.077643,code_review
2026-02-27T16:51:36.765019+00:00,gpt-4o,23499,1778,0.076527,doc_qa
2026-02-27T17:07:41.627559+00:00,gpt-4o,3161,1294,0.020842,data_extraction
2026-02-27T17:24:39.606443+00:00,gpt-4o,2157,1049,0.015883,customer_support_agent
2026-02-27T17:26:33.354810+00:00,gpt-4o-mini,22579,1175,0.004092,doc_qa
2026-02-27T17:35:16.873655+00:00,gpt-4o,4050,1311,0.023235,customer_support_agent
2026-02-27T18:07:17.440039+00:00,gpt-4o-mini,4416,641,0.001047,customer_support_agent
2026-02-27T18:08:01.951696+00:00,gpt-4o-mini,1739,350,0.000471,email_drafting
2026-02-27T19:43:56.799406+00:00,gpt-4o,5260,1536,0.02851,customer_support_agent
2026-02-27T19:46:28.116704+00:00,gpt-4o,739,390,0.005748,email_drafting
2026-02-27T19:51:29.774353+00:00,gpt-4o,15843,2714,0.066747,doc_qa
2026-02-27T20:21:35.521975+00:00,gpt-4o,1085,371,0.006423,email_drafting
2026-02-27T21:18:31.846107+00:00,gpt-4o,2828,1015,0.01722,customer_support_agent
2026-02-27T21:48:18.633525+00:00,gpt-4o-mini,8772,1714,0.002344,doc_qa
2026-02-27T22:00:30.568070+00:00,gpt-4o,4495,1901,0.030247,customer_support_agent
2026-02-27T22:03:41.869768+00:00,gpt-4o-mini,6737,3346,0.003018,code_review
2026-02-27T22:34:09.179616+00:00,gpt-4o-mini,19790,2310,0.004354,doc_qa
2026-02-27T22:54:47.935653+00:00,gpt-4o,12070,6648,0.096655,code_review
2026-02-27T23:20:12.069507+00:00,gpt-4o,4273,919,0.019873,data_extraction
2026-02-27T23:41:02.613962+00:00,gpt-4o,2570,1347,0.019895,customer_support_agent
2026-02-28T01:39:30.950803+00:00,gpt-4o,18886,3874,0.085955,doc_qa
2026-02-28T01:44:30.143051+00:00,gpt-4o,4075,1673,0.026918,customer_support_agent
2026-02-28T01:59:17.712293+00:00,gpt-4o,1208,977,0.01279,email_drafting
2026-02-28T03:33:18.009718+00:00,gpt-4o,5271,1674,0.029917,customer_support_agent
2026-02-28T03:41:13.599725+00:00,gpt-4o-mini,4609,1723,0.001725,customer_support_agent
2026-02-28T03:56:54.038478+00:00,gpt-4o-mini,11352,1491,0.002597,doc_qa
2026-02-28T04:23:18.826523+00:00,gpt-4o,5951,948,0.024357,customer_support_agent
2026-02-28T05:06:51.618328+00:00,gpt-4o-mini,2619,928,0.00095,data_extraction
2026-02-28T05:28:59.444881+00:00,gpt-4o-mini,2879,1431,0.00129,customer_support_agent
2026-02-28T06:07:56.985535+00:00,gpt-4o,2987,1325,0.020717,customer_support_agent
2026-02-28T06:23:06.855853+00:00,gpt-4o,2522,842,0.014725,customer_support_agent
2026-02-28T06:26:20.544919+00:00,gpt-4o,27356,5635,0.12474,code_review
2026-02-28T06:51:51.700114+00:00,gpt-4o-mini,4936,901,0.001281,data_extraction
2026-02-28T07:12:42.383334+00:00,gpt-4o,5960,902,0.02392,customer_support_agent
2026-02-28T08:19:07.650958+00:00,gpt-4o,22181,2369,0.079143,doc_qa
2026-02-28T08:36:09.935584+00:00,gpt-4o,4081,817,0.018372,data_extraction
2026-02-28T08:43:06.645149+00:00,gpt-4o,2116,284,0.00813,email_drafting
2026-02-28T08:58:22.178839+00:00,gpt-4o,509,274,0.004012,email_drafting
2026-02-28T10:08:44.602147+00:00,gpt-4o,15596,3161,0.0706,doc_qa
2026-02-28T11:18:20.179786+00:00,gpt-4o,1542,1112,0.014975,data_extraction
2026-02-28T13:06:53.911775+00:00,gpt-4o-mini,2680,1760,0.001458,customer_support_agent
2026-02-28T13:29:39.587498+00:00,gpt-4o-mini,19387,3492,0.005003,doc_qa
2026-02-28T13:43:59.071725+00:00,gpt-4o-mini,24015,3781,0.005871,doc_qa
2026-02-28T13:48:03.675644+00:00,gpt-4o,22081,3081,0.086013,code_review
2026-02-28T13:49:05.001959+00:00,gpt-4o,2209,710,0.012623,data_extraction
2026-02-28T13:52:17.252596+00:00,gpt-4o,4048,880,0.01892,customer_support_agent
2026-02-28T14:12:30.461094+00:00,gpt-4o,4133,1813,0.028463,customer_support_agent
2026-02-28T14:52:54.907987+00:00,gpt-4o,14251,1246,0.048087,doc_qa
2026-02-28T15:14:29.769011+00:00,gpt-4o,15052,3780,0.07543,doc_qa
2026-02-28T15:34:28.478765+00:00,gpt-4o-mini,5966,880,0.001423,customer_support_agent
2026-02-28T15:54:56.691182+00:00,gpt-4o,23145,3913,0.096992,doc_qa
2026-02-28T15:58:22.619552+00:00,gpt-4o-mini,5589,577,0.001185,customer_support_agent
2026-02-28T16:58:05.250108+00:00,gpt-4o-mini,22959,1812,0.004531,doc_qa
2026-02-28T17:53:54.202380+00:00,gpt-4o,23269,3183,0.090002,code_review
2026-02-28T18:50:20.294409+00:00,gpt-4o-mini,6126,3332,0.002918,doc_qa
2026-02-28T19:27:17.977860+00:00,gpt-4o,2816,1433,0.02137,customer_support_agent
2026-02-28T19:47:16.562470+00:00,gpt-4o,18786,2293,0.069895,doc_qa
2026-02-28T20:11:32.346193+00:00,gpt-4o,8739,2607,0.047918,doc_qa
2026-02-28T21:11:42.351858+00:00,gpt-4o,12222,1482,0.045375,doc_qa
2026-02-28T22:14:29.667352+00:00,gpt-4o,5454,1473,0.028365,customer_support_agent
2026-02-28T22:18:05.507416+00:00,gpt-4o,5575,516,0.019097,customer_support_agent
2026-02-28T22:40:43.296263+00:00,gpt-4o,3813,1611,0.025642,customer_support_agent
2026-02-28T23:07:17.688261+00:00,gpt-4o,3572,551,0.01444,customer_support_agent
2026-02-28T23:14:31.818926+00:00,gpt-4o,2942,963,0.016985,customer_support_agent
2026-02-28T23:35:21.489105+00:00,gpt-4o,1248,855,0.01167,email_drafting
2026-03-01T00:32:08.954569+00:00,gpt-4o-mini,10461,2737,0.003211,doc_qa
2026-03-01T01:46:34.187539+00:00,gpt-4o-mini,16041,2009,0.003612,doc_qa
2026-03-01T02:00:38.677176+00:00,gpt-4o,4414,1856,0.029595,customer_support_agent
2026-03-01T02:30:34.260877+00:00,gpt-4o,2949,1615,0.023522,customer_support_agent
2026-03-01T02:32:27.955580+00:00,gpt-4o-mini,8189,1973,0.002412,doc_qa
2026-03-01T03:14:32.675961+00:00,gpt-4o-mini,1224,520,0.000496,email_drafting
2026-03-01T03:43:44.955598+00:00,gpt-4o-mini,23386,6017,0.007118,code_review
2026-03-01T04:06:15.794934+00:00,gpt-4o-mini,11861,2148,0.003068,code_review
2026-03-01T04:33:45.404991+00:00,gpt-4o,16866,3496,0.077125,code_review
2026-03-01T04:39:18.398913+00:00,gpt-4o,2975,714,0.014578,customer_support_agent
2026-03-01T04:52:56.728685+00:00,gpt-4o,1944,564,0.0105,data_extraction
2026-03-01T05:00:50.838376+00:00,gpt-4o-mini,24033,4699,0.006424,code_review
2026-03-01T05:04:10.825004+00:00,gpt-4o-mini,24188,3053,0.00546,doc_qa
2026-03-01T05:19:37.275134+00:00,gpt-4o,1253,617,0.009303,email_drafting
2026-03-01T05:23:06.398662+00:00,gpt-4o,3999,607,0.016067,customer_support_agent
2026-03-01T06:09:19.545789+00:00,gpt-4o-mini,5128,2901,0.00251,doc_qa
2026-03-01T06:16:33.638629+00:00,gpt-4o-mini,2465,1307,0.001154,customer_support_agent
2026-03-01T06:19:10.589534+00:00,gpt-4o,5847,1504,0.029657,customer_support_agent
2026-03-01T06:24:07.663297+00:00,gpt-4o-mini,1153,267,0.000333,email_drafting
2026-03-01T06:36:10.003613+00:00,gpt-4o-mini,32813,2497,0.00642,code_review
2026-03-01T06:49:49.054636+00:00,gpt-4o,6491,5065,0.066878,code_review
2026-03-01T07:23:49.826660+00:00,gpt-4o-mini,2480,976,0.000958,customer_support_agent
2026-03-01T07:25:23.997533+00:00,gpt-4o-mini,4000,529,0.000917,customer_support_agent
2026-03-01T07:27:35.346568+00:00,gpt-4o-mini,23878,1104,0.004244,doc_qa
2026-03-01T07:50:43.494314+00:00,gpt-4o-mini,11928,1724,0.002824,doc_qa
2026-03-01T07:52:47.009827+00:00,gpt-4o-mini,1987,658,0.000693,email_drafting
2026-03-01T08:10:46.027160+00:00,gpt-4o,17551,5360,0.097477,code_review
2026-03-01T08:30:21.928953+00:00,gpt-4o,4038,1241,0.022505,data_extraction
2026-03-01T08:38:08.222246+00:00,gpt-4o,4830,1311,0.025185,customer_support_agent
2026-03-01T08:40:11.669301+00:00,gpt-4o,9930,3944,0.064265,doc_qa
2026-03-01T09:20:47.348402+00:00,gpt-4o,2126,770,0.013015,email_drafting
2026-03-01T09:27:14.078983+00:00,gpt-4o,8101,5650,0.076753,code_review
2026-03-01T09:45:20.822027+00:00,gpt-4o-mini,5694,765,0.001313,customer_support_agent
2026-03-01T09:54:38.779284+00:00,gpt-4o,2952,698,0.01436,customer_support_agent
2026-03-01T10:01:42.945973+00:00,gpt-4o-mini,2386,942,0.000923,email_drafting
2026-03-01T10:07:55.206370+00:00,gpt-4o,17354,2362,0.067005,doc_qa
2026-03-01T10:50:38.757361+00:00,gpt-4o,5677,904,0.023232,customer_support_agent
2026-03-01T11:26:10.098130+00:00,gpt-4o-mini,1117,520,0.00048,email_drafting
2026-03-01T11:42:52.328684+00:00,gpt-4o-mini,2264,1177,0.001046,data_extraction
2026-03-01T11:44:20.106867+00:00,gpt-4o,24320,1337,0.07417,doc_qa
2026-03-01T12:43:38.256452+00:00,gpt-4o-mini,2900,540,0.000759,data_extraction
2026-03-01T12:57:41.775550+00:00,gpt-4o-mini,2320,224,0.000482,email_drafting
2026-03-01T13:04:01.642272+00:00,gpt-4o-mini,24061,5698,0.007028,code_review
2026-03-01T13:10:46.339828+00:00,gpt-4o-mini,36403,2053,0.006692,code_review
2026-03-01T13:37:06.120809+00:00,gpt-4o,5757,1360,0.027993,customer_support_agent
2026-03-01T13:49:39.966293+00:00,gpt-4o,2534,416,0.010495,data_extraction
2026-03-01T14:33:24.944229+00:00,gpt-4o,23905,2619,0.085952,doc_qa
2026-03-01T14:41:27.350252+00:00,gpt-4o,2237,1904,0.024633,customer_support_agent
2026-03-01T15:31:45.432811+00:00,gpt-4o,4420,808,0.01913,customer_support_agent
2026-03-01T15:57:45.324665+00:00,gpt-4o-mini,3179,1623,0.001451,customer_support_agent
2026-03-01T17:00:43.883513+00:00,gpt-4o,23706,3987,0.099135,doc_qa
2026-03-01T17:03:18.761453+00:00,gpt-4o,3871,1731,0.026987,customer_support_agent
2026-03-01T17:30:48.348855+00:00,gpt-4o,20475,1166,0.062848,doc_qa
2026-03-01T17:48:11.258489+00:00,gpt-4o,8071,2990,0.050077,doc_qa
2026-03-01T18:07:01.141289+00:00,gpt-4o-mini,4149,703,0.001044,customer_support_agent
2026-03-01T18:27:19.423082+00:00,gpt-4o-mini,36547,4318,0.008073,code_review
2026-03-01T19:15:19.625845+00:00,gpt-4o-mini,20322,1256,0.003802,doc_qa
2026-03-01T20:18:37.257083+00:00,gpt-4o-mini,2158,813,0.000811,email_drafting
2026-03-01T20:42:18.510189+00:00,gpt-4o-mini,4908,1356,0.00155,doc_qa
2026-03-01T21:10:16.174735+00:00,gpt-4o-mini,5678,664,0.00125,customer_support_agent
2026-03-01T22:07:50.468057+00:00,gpt-4o-mini,15472,1551,0.003251,doc_qa
2026-03-01T22:25:05.729544+00:00,gpt-4o,4582,1939,0.030845,customer_support_agent
2026-03-01T22:38:22.097435+00:00,gpt-4o,666,507,0.006735,email_drafting
2026-03-01T22:49:49.019506+00:00,gpt-4o,29772,7060,0.14503,code_review
2026-03-01T22:53:42.657479+00:00,gpt-4o,7080,6033,0.07803,code_review
2026-03-01T23:13:44.445684+00:00,gpt-4o,1204,753,0.01054,email_drafting
2026-03-02T00:33:49.447824+00:00,gpt-4o,31551,5863,0.137508,code_review
2026-03-02T01:09:14.929073+00:00,gpt-4o-mini,18331,4242,0.005295,code_review
2026-03-02T01:20:44.620604+00:00,gpt-4o,23865,1057,0.070233,doc_qa
2026-03-02T02:02:05.575797+00:00,gpt-4o,5529,1511,0.028932,customer_support_agent
2026-03-02T02:04:38.151722+00:00,gpt-4o,4798,671,0.018705,customer_support_agent
2026-03-02T02:06:02.568538+00:00,gpt-4o,11612,3971,0.06874,doc_qa
2026-03-02T02:07:12.175764+00:00,gpt-4o,3431,1203,0.020608,customer_support_agent
2026-03-02T02:22:51.880861+00:00,gpt-4o,36829,3311,0.125183,code_review
2026-03-02T03:10:01.862348+00:00,gpt-4o,4169,1198,0.022402,customer_support_agent
2026-03-02T04:30:55.178736+00:00,gpt-4o,6986,3644,0.053905,doc_qa
2026-03-02T04:41:40.655438+00:00,gpt-4o-mini,38468,7749,0.01042,code_review
2026-03-02T04:57:06.104038+00:00,gpt-4o-mini,8465,1877,0.002396,doc_qa
2026-03-02T05:11:40.577982+00:00,gpt-4o,24484,4794,0.10915,code_review
2026-03-02T05:14:37.614118+00:00,gpt-4o-mini,3194,575,0.000824,customer_support_agent
2026-03-02T05:14:44.697457+00:00,gpt-4o,12378,2279,0.053735,doc_qa
2026-03-02T06:24:57.112361+00:00,gpt-4o-mini,14673,3972,0.004584,doc_qa
2026-03-02T06:29:18.400195+00:00,gpt-4o,30003,4333,0.118337,code_review
2026-03-02T06:45:16.598318+00:00,gpt-4o,12427,3886,0.069928,doc_qa
2026-03-02T06:57:18.992928+00:00,gpt-4o,2003,832,0.013327,customer_support_agent
2026-03-02T07:56:56.466171+00:00,gpt-4o,3957,1213,0.022023,customer_support_agent
2026-03-02T08:14:56.788572+00:00,gpt-4o-mini,5269,1973,0.001974,customer_support_agent
2026-03-02T08:22:38.344508+00:00,gpt-4o,36437,3093,0.122022,code_review
2026-03-02T08:29:54.534571+00:00,gpt-4o,4792,817,0.02015,customer_support_agent
2026-03-02T09:10:30.633931+00:00,gpt-4o,4929,881,0.021132,customer_support_agent
2026-03-02T09:10:57.876217+00:00,gpt-4o,39530,6932,0.168145,code_review
2026-03-02T09:16:01.276141+00:00,gpt-4o-mini,16137,1955,0.003594,doc_qa
2026-03-02T09:22:01.488902+00:00,gpt-4o-mini,3007,792,0.000926,customer_support_agent
2026-03-02T09:35:30.843396+00:00,gpt-4o,17907,3677,0.081538,doc_qa
2026-03-02T10:05:34.371621+00:00,gpt-4o-mini,4419,1036,0.001284,customer_support_agent
2026-03-02T10:39:27.024754+00:00,gpt-4o,4157,1482,0.025212,customer_support_agent
2026-03-02T10:57:34.267390+00:00,gpt-4o-mini,2188,1203,0.00105,customer_support_agent
2026-03-02T11:05:22.798235+00:00,gpt-4o,22565,2902,0.085433,doc_qa
2026-03-02T11:11:44.866539+00:00,gpt-4o,4347,568,0.016547,data_extraction
2026-03-02T11:25:44.714651+00:00,gpt-4o,2500,722,0.01347,email_drafting
2026-03-02T11:28:47.824352+00:00,gpt-4o,23544,3960,0.09846,code_review
2026-03-02T11:50:16.255103+00:00,gpt-4o,39015,2555,0.123088,code_review
2026-03-02T12:19:18.502418+00:00,gpt-4o-mini,2569,631,0.000764,customer_support_agent
2026-03-02T12:43:57.935377+00:00,gpt-4o,2500,1298,0.01923,data_extraction
2026-03-02T13:19:50.730707+00:00,gpt-4o-mini,7430,3557,0.003249,doc_qa
2026-03-02T13:42:22.395853+00:00,gpt-4o,23920,3192,0.09172,code_review
2026-03-02T14:02:51.186401+00:00,gpt-4o,5845,1042,0.025032,doc_qa
2026-03-02T14:12:11.047477+00:00,gpt-4o-mini,1649,587,0.0006,email_drafting
2026-03-02T16:21:22.295118+00:00,gpt-4o-mini,5483,1717,0.001853,customer_support_agent
2026-03-02T16:31:44.021545+00:00,gpt-4o,31486,5123,0.129945,code_review
2026-03-02T16:51:28.793313+00:00,gpt-4o-mini,2788,449,0.000688,data_extraction
2026-03-02T16:54:47.368167+00:00,gpt-4o,2087,761,0.012827,email_drafting
2026-03-02T17:12:24.309081+00:00,gpt-4o,5474,1305,0.026735,customer_support_agent
2026-03-02T17:14:26.701551+00:00,gpt-4o,4756,1311,0.025,data_extraction
2026-03-02T17:14:30.691185+00:00,gpt-4o-mini,12008,2311,0.003188,doc_qa
2026-03-02T17:59:10.657446+00:00,gpt-4o,20392,6186,0.11284,code_review
2026-03-02T17:59:50.585667+00:00,gpt-4o,32948,4748,0.12985,code_review
2026-03-02T18:09:23.225525+00:00,gpt-4o-mini,6615,1357,0.001806,doc_qa
2026-03-02T18:30:26.742270+00:00,gpt-4o,2868,1615,0.02332,customer_support_agent
2026-03-02T18:30:42.457578+00:00,gpt-4o,2386,878,0.014745,email_drafting
2026-03-02T18:58:10.438290+00:00,gpt-4o,2981,1301,0.020463,customer_support_agent
2026-03-02T19:09:16.271744+00:00,gpt-4o-mini,1401,848,0.000719,email_drafting
2026-03-02T19:29:06.162611+00:00,gpt-4o,3842,1994,0.029545,customer_support_agent
2026-03-02T20:16:47.859516+00:00,gpt-4o,1531,1025,0.014077,data_extraction
2026-03-02T20:45:59.012636+00:00,gpt-4o-mini,17209,3994,0.004978,doc_qa
2026-03-02T21:38:55.548266+00:00,gpt-4o-mini,5939,1036,0.001512,customer_support_agent
2026-03-02T21:45:18.682303+00:00,gpt-4o-mini,3258,1043,0.001115,customer_support_agent
2026-03-02T21:56:50.723044+00:00,gpt-4o-mini,36145,6197,0.00914,code_review
2026-03-02T22:07:32.944140+00:00,gpt-4o,18907,3860,0.085868,doc_qa
2026-03-02T22:40:27.929456+00:00,gpt-4o,4297,1097,0.021712,customer_support_agent
2026-03-02T23:33:29.761717+00:00,gpt-4o,712,685,0.00863,email_drafting
2026-03-03T01:00:23.586225+00:00,gpt-4o,22016,7854,0.13358,code_review
2026-03-03T01:39:48.813624+00:00,gpt-4o,3537,775,0.016592,customer_support_agent
2026-03-03T02:02:20.804691+00:00,gpt-4o-mini,4837,1962,0.001903,customer_support_agent
2026-03-03T02:19:27.884009+00:00,gpt-4o,2640,603,0.01263,customer_support_agent
2026-03-03T02:23:14.369546+00:00,gpt-4o,16087,3428,0.074497,doc_qa
2026-03-03T02:23:58.276563+00:00,gpt-4o-mini,852,637,0.00051,email_drafting
2026-03-03T03:14:39.582871+00:00,gpt-4o,3671,888,0.018058,data_extraction
2026-03-03T04:07:21.696196+00:00,gpt-4o,3344,1271,0.02107,customer_support_agent
2026-03-03T04:19:05.812544+00:00,gpt-4o,18292,2904,0.07477,doc_qa
2026-03-03T05:53:16.483207+00:00,gpt-4o,4560,3869,0.05009,doc_qa
2026-03-03T05:57:56.955518+00:00,gpt-4o-mini,3026,1046,0.001081,customer_support_agent
2026-03-03T05:59:09.736782+00:00,gpt-4o,1789,1334,0.017812,data_extraction
2026-03-03T06:10:36.506952+00:00,gpt-4o,3222,737,0.015425,customer_support_agent
2026-03-03T07:09:50.486900+00:00,gpt-4o,24785,4225,0.104212,code_review
2026-03-03T07:14:32.890990+00:00,gpt-4o,2949,1199,0.019363,data_extraction
2026-03-03T07:23:01.502183+00:00,gpt-4o,2164,522,0.01063,customer_support_agent
2026-03-03T07:56:00.577679+00:00,gpt-4o-mini,18005,2754,0.004353,doc_qa
2026-03-03T08:01:40.766696+00:00,gpt-4o-mini,2114,1608,0.001282,customer_support_agent
2026-03-03T08:22:33.338721+00:00,gpt-4o,5781,661,0.021063,customer_support_agent
2026-03-03T08:37:11.224020+00:00,gpt-4o,3487,1404,0.022757,customer_support_agent
2026-03-03T08:40:46.607760+00:00,gpt-4o,1396,268,0.00617,email_drafting
2026-03-03T08:46:28.553179+00:00,gpt-4o,15741,2395,0.063303,doc_qa
2026-03-03T08:58:11.665647+00:00,gpt-4o,5198,769,0.020685,customer_support_agent
2026-03-03T09:14:49.500636+00:00,gpt-4o,7896,6804,0.08778,code_review
2026-03-03T09:28:52.722354+00:00,gpt-4o-mini,3871,1335,0.001382,data_extraction
2026-03-03T09:42:24.723333+00:00,gpt-4o,24056,1738,0.07752,doc_qa
2026-03-03T11:04:57.012315+00:00,gpt-4o,13212,2851,0.06154,doc_qa
